Feature,MeanIntraUserVariance,MedianIntraUserVariance,InterUserVariance,InterIntraRatio
1,1.20987012823386e-06,1.16757959936548e-06,1.54689131562708e-06,1.27855980509354
2,0.010635125470085,0.00928822397164341,0.0179354077916392,1.68643123601018
3,2.1210726742364e-06,2.32440462774017e-06,1.32684474777963e-05,6.25553647339503
4,0.00067891523740126,0.0007220939145444,0.00316109112151462,4.65609099246845
5,1.52109593771093e-07,1.38953878412254e-07,1.56270020250788e-08,0.102735150458582
6,2.2950003238255e-06,2.67494052381504e-06,1.27597427792001e-05,5.55979999022244
7,3.74204264070113e-08,4.27510211274173e-08,2.06743295337813e-07,5.52487809364747
8,3.32234620342535e-07,2.80310147408566e-07,5.24467715069299e-08,0.157860645039957
9,1.00016978286014e-06,1.00829986101995e-06,2.63578174749154e-06,2.63533431230941
10,0.000685072810739734,0.000731780057763886,0.0031582823326275,4.61014111655694
11,5.92197403495774e-07,4.57937513661973e-07,3.04720489390356e-07,0.514558975566795
12,7.28224489320331e-05,7.47456933175192e-05,0.000167211851033712,2.29615803210992
13,0.00130883087253871,0.000188124833653599,0.0131326393804885,10.0338704228555
14,0.00786755495470996,0.00249123493987751,0.0946239050300755,12.0271044275866
15,1.96960588721254e-07,1.66625124776034e-07,2.42171789866513e-08,0.122954440360772
16,3.32234620342535e-07,2.80310147408566e-07,5.24467715069299e-08,0.157860645039957
17,3.66816597398018e-07,3.0032488973392e-07,5.68259419767451e-07,1.54916495996737
18,0.00138852119703272,0.000750383109994535,0.00713476719020502,5.13839270545595
19,1.68518839507717e-06,1.50637372876938e-06,2.63791454176816e-05,15.6535290008319
20,0.000302757824944939,0.000312385460642938,0.00862809599217517,28.4983418471116
21,4.42710247128094e-08,3.6227825968789e-08,1.06919886816893e-08,0.241512110854059
22,2.2950003238255e-06,2.67494052381504e-06,1.27597427792001e-05,5.55979999022244
23,2.47845186480929e-09,2.06585996895359e-09,4.25230060309318e-08,17.1570821386786
24,9.77298160512947e-08,7.47966798845975e-08,2.69458703918288e-08,0.275718009296817
25,5.53638447819578e-07,4.75080107240997e-07,1.03836594689661e-06,1.87553077386443
26,0.000302997331903576,0.000312440144350282,0.00863240764432136,28.4900450775657
27,1.7820372365874e-07,1.80101335958864e-07,5.70758454642689e-08,0.320284246711093
28,0.00751101817656017,0.00611797236475218,0.0400604736580024,5.33356100548644
29,5.77594391044458e-08,4.2808370305882e-08,1.50841628825013e-08,0.261154939493728
30,9.77298160512947e-08,7.47966798845975e-08,2.69458703918288e-08,0.275718009296817
31,4.27724073912851e-07,3.89389356865098e-07,3.49700548802061e-07,0.817584442749352
32,0.00103870475002706,0.00112949318648212,0.00992789504065913,9.55795671522477
33,1.81958510283733e-06,1.61448513643513e-06,3.91739407413481e-05,21.5290511421987
34,0.000447400718697733,0.000287952634125533,0.0152209408226516,34.0208233615454
35,5.06766233408174e-08,4.76150752836997e-08,2.0537373948209e-09,0.0405263265472557
36,2.2950003238255e-06,2.67494052381504e-06,1.27597427792001e-05,5.55979999022244
37,2.02922505978004e-09,1.08261623727773e-09,4.03167661034525e-08,19.868058250881
38,1.10414286590087e-07,1.06130897455707e-07,5.23447305638854e-09,0.0474075702295206
39,6.921436085906e-07,5.83198077489302e-07,8.85002265304283e-07,1.27863965517573
40,0.000448978233687578,0.000290488464715706,0.0152251580991158,33.9106819813066
41,1.64898181742308e-07,1.41232629284408e-07,1.25141746622176e-08,0.0758903131201463
42,6.51406680903876e-08,6.32542871311273e-08,2.89004947757477e-09,0.044366285339802
43,1.10414286590087e-07,1.06130897455707e-07,5.23447305638854e-09,0.0474075702295206
