Feature,MeanIntraUserVariance,MedianIntraUserVariance,InterUserVariance,InterIntraRatio
1,1.27162419261615e-06,1.15543074579858e-06,1.04420099326123e-06,0.821155337514169
2,0.0172336333928977,0.0108270168336777,0.0461844899450008,2.6799043992681
3,3.22323076375389e-06,1.99090846611937e-06,2.88267338236761e-05,8.94342848357455
4,0.00103618401249927,0.000688529888436253,0.0074581524298531,7.19771038723374
5,1.41306770896805e-07,1.16263569542576e-07,5.22412908978668e-09,0.036970125694775
6,3.47063406221649e-06,2.27061395174509e-06,2.83499634801709e-05,8.16852568439659
7,6.37042184182279e-08,3.92081371313105e-08,5.15356641190123e-07,8.08983537024855
8,3.30348687361059e-07,3.07521206856933e-07,1.52223802589429e-08,0.0460797358400691
9,1.12745558150514e-06,9.21857904871333e-07,2.05980258249326e-06,1.82694787792684
10,0.00104398261794945,0.00069884861835987,0.00745298169830062,7.13899021895394
11,5.14418275033082e-07,4.62549524609071e-07,6.67606540173456e-08,0.129778931326333
12,9.79033279529718e-05,6.01716947811855e-05,0.000937902918394859,9.57988801814026
13,0.000720779971490847,0.000187484032012338,0.0139589546977596,19.3664575180729
14,0.00593164800536732,0.00227773753581805,0.106494644252729,17.9536351712647
15,1.96703485560431e-07,1.86898516390293e-07,7.31210923894354e-09,0.0371732570465459
16,3.30348687361059e-07,3.07521206856933e-07,1.52223802589429e-08,0.0460797358400691
17,7.56117866016291e-07,4.29170979942829e-07,1.91238021406002e-06,2.52920913451504
18,0.00316220194769752,0.00169708572340286,0.0272842657693005,8.6282489924987
19,2.65327510833188e-06,1.82584205171962e-06,3.81484934411374e-05,14.3778884135121
20,0.000437467369572449,0.000268049800436563,0.00772187203034961,17.6513097145795
21,5.57916892525623e-08,3.79000669454043e-08,1.99135593909717e-08,0.356926982826631
22,3.47063406221649e-06,2.27061395174509e-06,2.83499634801709e-05,8.16852568439659
23,5.33445992015867e-09,2.69560911814593e-09,6.55682206654796e-08,12.291444479403
24,1.14202362938559e-07,7.51266263231935e-08,4.32350175258651e-08,0.378582512036668
25,1.15886661140088e-06,5.61513570892963e-07,3.69527642697552e-06,3.18869867326706
26,0.000438835777295955,0.000268545131819554,0.00772104039054653,17.5943730889915
27,2.34360904869332e-07,1.77372746230927e-07,9.16169612526291e-08,0.390922544086046
28,0.00512267434268945,0.00292853607288305,0.0439847811246571,8.58629266321129
29,6.68965217779846e-08,4.38493223987335e-08,2.37021660122444e-08,0.35431088647978
30,1.14202362938559e-07,7.51266263231935e-08,4.32350175258651e-08,0.378582512036668
31,5.94163302458216e-07,5.31101085291269e-07,4.6634858958455e-07,0.784882855405003
32,0.00184655994183719,0.00146342742976484,0.0110214603427919,5.96864477186967
33,2.73674577945957e-06,1.36365322144627e-06,3.78038335870511e-05,13.8134253710073
34,0.000638886317104079,0.000385966232148506,0.0143278577787312,22.4263024502874
35,4.95320314290595e-08,4.83279429268443e-08,3.70997596531524e-09,0.0749005409559562
36,3.47063406221649e-06,2.27061395174509e-06,2.83499634801709e-05,8.16852568439659
37,4.4544846993247e-09,1.50069309678145e-09,3.62172800219633e-08,8.13052028714246
38,1.038879698893e-07,9.81712370669027e-08,8.92538903537287e-09,0.0859135954413858
39,1.04746453605314e-06,8.28311476013609e-07,1.17249950997945e-06,1.11936917134102
40,0.000639541935314731,0.000387732945370478,0.0143350651000684,22.4145819194935
41,1.53757669541178e-07,1.63333558826497e-07,1.75367321008788e-08,0.114054356624189
42,6.18385905600023e-08,5.89780764031185e-08,5.14091206850929e-09,0.0831343664772163
43,1.038879698893e-07,9.81712370669027e-08,8.92538903537287e-09,0.0859135954413858
